,Productos,Precio/Kg,Precios,PrecioPrevio,Ofertas,Promociones
8334,"
Picadillo de atún ahumado y queso 140 g","
 140 G |
17,86 €/kg","2,50 €",,,
8335,"
Langostino cocido blanco 40/50 Delfín 600 g.","
 600 G. |
11,17 €/kg","6,70 €",,,3x2
8336,"
Buey de mar cocido Globalimar pieza 1 Kg","
 1 Kg |
11,95 €/kg","11,95 €",,,
8337,"
Gula del Norte al ajillo Angulas Aguinaga 250 g.","
 250 G. |
20,80 €/kg","5,20 €",,,
8338,"
Filete de tilapia sin piel congelado 400 g","
 |
12,38 €/kg","4,95 €",,,
8339,"
Langostinos crudos Costasur 800 g.","
 800 G. |
10,35 €/kg","7,45 €",,,
8340,"
Filete de merluza con piel congelado 620 g","
 620 G |
10,40 €/kg","6,45 €",,,
8341,"
Langostino cocido congelado (40/60 ud) Pescatrade 1 kg","
 1 Kg. |
8,83 €/kg","7,95 €",,,
8342,"
Langostinos cocidos Gambafresh 800 g.","
 800 G. |
9,00 €/kg","7,20 €",,,
8343,"
Rodajas de solomillo de bacalao al punto de sal congelado 300 g","
 300 G. |
26,56 €/kg","8,50 €",,,
8344,"
Mejillón fresco cocido en salmuera con media concha 500 g","
 500 G |
19,98 €/kg","9,99 €",,,
8345,"
Gambón nº1 Carrefour 1 kg","
 1 Kg |
15,95 €/kg","15,95 €",,,
8346,"
Solomillo de atún congelado Antonio y Ricardo 225 g.","
 225 G. |
23,78 €/kg","5,35 €",,,
8347,"
Almeja rubia cruda congelada 600 g","
 600 G. |
23,25 €/kg","13,95 €",,,
8348,,,,,,
8349,"
Chocolate negro 98% ecológico Ethiquable 100 g.","
 100 G. |
34,50 €/kg","3,45 €",,,
8350,"
Té verde en bolsitas ecológico Cupper 20 ud.","
 20 Ud. |
77,14 €/kg","2,70 €",,,
8351,"
Cereales intengrales con avena ecológicos Fitness 300 g.","
 300 G. |
11,97 €/kg","3,59 €",,,
8352,"
Salsa de tomate con albahaca ecológico Sarchio sin gluten tarro 340 g.","
 340 G. |
7,35 €/kg","2,50 €",,,
8353,"
Anacardos crudos ecológicos Frit Ravich 110 g.","
 110 G. |
31,36 €/kg","3,45 €",,,
8354,"
Mermelada de melocotón ecológica Pedro Luis sin gluten 300 g.","
 300 G. |
9,33 €/kg","2,80 €",,,
8355,"
Aperitivo de coco ecológico Paño Nature 90 g.","
 90 G. |
18,89 €/kg","1,70 €",,,
8356,"
Kéfir desnatado sabor tropical sin azucares añadidos ecológico Casa Grande de Xanceda pack de 2 unidades de 125 g.","
 Pack 2x125 G. |
8,40 €/kg","2,10 €",,,
8357,"
Nachos sabor tomate ecológicos Ecocesta sin lactosa 125 g.","
 125 G. |
17,60 €/kg","2,20 €",,,
8358,"
Crema de sésamo biológica Tahin ecológica Sunita 340 g.","
 340 G. |
19,56 €/kg","6,65 €",,,
8359,"
Cereales con chocolate y avellana ecológicos Vitabella sin gluten 300 g.","
 300 G. |
13,67 €/kg","4,10 €",,,
8360,"
Espaguetis integrales ecológicos Ecocesta 500 g.","
 500 G. |
4,18 €/kg","2,09 €",,,
8361,"
Cacao soluble con panela ecológico Ecocesta 400 g.","
 400 G. |
15,75 €/kg","6,30 €",,,
8362,"
Leche semidesnatada fresca ecológica Puleva botella 1,5 l.","
 1,5 L. |
1,53 €/l","2,29 €",,,
8363,"
Galletas ecológicas Digestive Santiveri sin gluten y sin lactosa 330 g.","
 330 G. |
11,11 €/kg","4,00 €",,,
8364,"
Falafel mix ecológico Bauck Hof sin gluten 160 g.","
 160 G. |
20,38 €/kg","3,26 €",,,
8365,"
Chocolate negro 70% ecológico Oxfam Intermón 100 g.","
 100 G. |
23,90 €/kg","2,39 €",,,
8366,"
Tomate frito con pimiento asado ecológico Hida tarro 350 g.","
 350 G. |
5,97 €/kg","2,09 €",,,
8367,"
Preparado de soja natural sin azúcar ecológico Provamel pack de 4 unidades de 125 g.","
 Pack 4x125 G. |
5,80 €/kg","2,90 €",,,
8368,"
Té negro Ceylan en bolsitas ecológico Oxfam Intermón 20 ud","
 20 Ud. |
69,44 €/kg","2,50 €",,,
8369,"
Bolsita bebible de natillas con cacao y leche ecológica junior Casa Grande de Xanceda  90 g.","
 90 G. |
15,22 €/kg","1,37 €",,,
8370,"
Alga wakame deshidratada ecológica Porto Muiños 25 g.","
 25 G. |
84,00 €/kg","2,10 €",,,
8371,"
Macarrones de espelta ecológicos Ecocesta 500 g.","
 500 G. |
9,00 €/kg","4,50 €",,,
8372,"
Semillas de cáñamo ecológicas Naturgreen 200 g.","
 200 G. |
31,00 €/kg","6,20 €",,,
8373,,,,,,
8374,"
Ron Havana Club Ritual 70 cl.","
 70 Cl. |
18,50 €/l","12,95 €",,,
8375,"
Whisky Grant's escocés 1 l.","
 1 L. |
14,65 €/l","14,65 €",,,
8376,"
Ginebra Macaronesian premium 70 cl.","
 70 Cl. |
33,50 €/l","23,45 €",,,
8377,"
Vodka Vikoroff black 70 cl.","
 70 Cl. |
6,21 €/l","4,35 €",,,
8378,"
Cóctel 1001 mojito premium 70 cl.","
 70 Cl. |
11,27 €/l","7,89 €",,,
8379,"
Vermut Marianito rojo 1 l.","
 1 L. |
8,35 €/l","8,35 €",,,
8380,"
Brandy Grande de España reserva 15 años 70 cl.","
 70 Cl. |
14,93 €/l","10,45 €",,,
8381,"
Ron Bermúdez añejo selecto 70 cl.","
 70 Cl. |
15,07 €/l","10,55 €",,,
8382,"
Vodka Danzka premium 70 cl.","
 70 Cl. |
15,64 €/l","10,95 €",,,
8383,"
Ron Pampero añejo 70 cl.","
 70 Cl. |
18,86 €/l","13,20 €",,,5€ dto.
8384,"
Ginebra Gin Mare 70 cl.","
 70 Cl. |
45,00 €/l","31,50 €",,,
8385,"
Whisky The Glenrothes 12 años 70 cl.","
 70 Cl. |
54,14 €/l","37,90 €",,,
8386,"
Ron Zacapa Centenario solera gran reserva 23 años 70 cl.","
 70 Cl. |
74,14 €/l","51,90 €",,,5€ dto.
8387,"
Tequila José Cuervo tradicional 70 cl.","
 70 Cl. |
34,86 €/l","24,40 €",,,
8388,"
Whisky Jack Daniel's Gentleman Jack 70 cl.","
 70 Cl. |
39,43 €/l","27,60 €",,,
8389,"
Whisky Makers Mark bourbon 70 cl.","
 70 Cl. |
40,71 €/l","28,50 €",,,
8390,"
Gin Siderit 70 cl.","
 70 Cl. |
40,71 €/l","28,50 €",,,
8391,"
Whisky Chivas Regal escocés extra 70 cl.","
 70 Cl. |
47,86 €/l","33,50 €",,,
8392,"
Vodka Wkd blue 27,5 cl.","
 27,5 Cl. |
7,27 €/l","2,00 €",,,
8393,"
Vodka Von Haupold premium 1 l.","
 1 L. |
9,65 €/l","9,65 €",,,
8394,"
Ron Bacardi Spiced 70 cl.","
 70 Cl. |
17,79 €/l","12,45 €",,,
8395,"
Ginebra Master's selección premium 70 cl.","
 70 Cl. |
21,50 €/l","15,05 €",,,
8396,"
Ron Yacaré reserva familiar 70 cl.","
 70 Cl. |
23,64 €/l","16,55 €",,,
8397,"
Crema velvet Disaronno 70 cl.","
 70 Cl. |
24,29 €/l","17,00 €",,,
8398,,,,,,
8399,"
Buey de mar cocido 600 g ","
 600 G |
11,58 €/kg","6,95 €",,,
8400,"
Langostino salvaje cocido 24/32 Carrefour 800 g.","
 800 G. |
14,94 €/kg","11,95 €",,,
8401,"
Langostino crudo ecológico congelado  Pesca Facil 600g ","
 Envase De |
15,90 €/kg","7,95 €",,,
8402,"
Langostino crudo congelado (30/40 ud) Pescatrade 800 g","
 800 G. |
9,94 €/kg","8,95 €",,,
8403,"
Langostinos cocidos Costasur 800 g.","
 800 G. |
10,35 €/kg","7,45 €",,,
8404,"
Langostino pelado gigante Aligator 180 g","
 180 G. |
27,50 €/kg","4,95 €",,,
8405,"
Cola de langosta congelada cruda Delfín 196 g.","
 196 G. |
70,15 €/kg","13,75 €",,,
8406,"
Filete de fogonero congelado Dimar 360 g.","
 360 G. |
20,00 €/kg","7,20 €",,,
8407,"
Langostino marfil 16/24 Carrefour 800 g.","
 800 G. |
24,62 €/kg","19,70 €",,,
8408,"
Gamba cocida congelada Antonio y Ricardo 800 g.","
 800 G. |
16,06 €/kg","12,85 €",,,
8409,"
Cigala 13/16 Delfín 700 g.","
 700 G. |
25,21 €/kg","17,65 €",,,
8410,"
Gamba pelada ultracongelada 360 g","
 |
16,64 €/kg","5,99 €",,,
8411,"
Filetón de bacalao salado 1,3 kg","
 1,3 Kg |
15,38 €/kg","19,99 €",,,
8412,"
Cola camarón cocida y pelada Globalimar 300 g","
 300 G Aprox |
26,50 €/kg","7,95 €",,,
8413,"
Gambón al ajillo Delfin 150 g.","
 150 G. |
27,67 €/kg","4,15 €",,,
8414,"
Cigala mediana congelada Carrefour (10/12 ud)  700 g","
 10-12 Ud. 700 G. |
14,95 €/ud","14,95 €",,,
8415,"
Cola gambon mariposa  400 g","
 40 G |
22,37 €/kg","8,95 €",,,
8416,"
Gambón crudo congelado 10/15 Delfín 400 g.","
 400 G. |
16,75 €/kg","6,70 €",,,
8417,"
Vieira Pescanova 225 g.","
 225 G. |
39,78 €/kg","8,95 €",,,
8418,"
Almejas a la marinera Delfin 250 g.","
 250 G. |
16,60 €/kg","4,15 €",,,
8419,"
Surimi de langosta Delfín 500 g.","
 500 G. |
7,90 €/kg","3,95 €",,,
8420,"
Langostino Jumbo 0/10 500 g aprox","
 Envase De 500.0 G. Aprox |
49,95 €/kg","24,97 €",,,
8421,"
Langostino cocido congelado 15/25 Delfín 400 g.","
 400 G. |
45,12 €/kg","18,05 €",,,
8422,"
Almeja marrón Delfín 250 g.","
 250 G. |
8,20 €/kg","2,05 €",,,
8423,,,,,,
8424,"
Whisky Jack Daniel's Tennessee Fire 70 cl.","
 70 Cl. |
28,93 €/l","20,25 €",,,
8425,"
Ron Diplomático Mantuano extra añejo 70 cl.","
 70 Cl. |
33,43 €/l","23,40 €",,,
8426,"
Whisky Tennessee Rye Jack Daniel's 70 cl.","
 70 Cl. |
73,94 €/l","24,40 €",,,
8427,"
Ron Kraken black spiced 70 cl.","
 70 Cl. |
35,64 €/l","24,95 €",,,
8428,"
Brandy 1866 solera Gran Reserva 70 cl.","
 70 Cl. |
65,00 €/l","45,50 €",,,
8429,"
Combinado Bacardí Carta blanca ron cola Lata 25 cl.","
 25 Cl. |
8,36 €/l","2,09 €",,,
8430,"
Combinado Bacardí mojito lata de 25 cl.","
 25 Cl. |
8,36 €/l","2,09 €",,,
8431,"
Whisky Johnnie Walker Red Label escocés 20 cl.","
 20 Cl. |
27,00 €/l","5,40 €",,,5€ dto.
8432,"
Vodka Evolution 70 cl.","
 70 Cl. |
12,71 €/l","8,90 €",,,
8433,"
Whisky Goldfield escocés 70 cl.","
 70 Cl. |
15,07 €/l","10,55 €",,,
8434,"
Brandy Terry White 70 cl.","
 70 Cl. |
15,57 €/l","10,90 €",,,2x1 Acumulación
8435,"
Whisky Tullamore Dew irlandés 70 cl.","
 70 Cl. |
22,50 €/l","15,75 €",,,
8436,"
Ginebra Mom premium 70 cl.","
 70 Cl. |
30,14 €/l","21,10 €",,,
8437,"
Brandy de Jerez Lepanto solera gran reserva 70 cl.","
 70 Cl. |
38,93 €/l","27,25 €",,,
8438,"
Whisky Song of Fire Johnnie Walker 70 cl.","
 70 Cl. |
41,36 €/l","28,95 €",,,5€ dto.
8439,"
Whisky Laphroaig escocés 70 cl. ","
 70 Cl.  |
44,14 €/l","30,90 €",,,
8440,"
Vodka Cîroc 70 cl.","
 70 Cl. |
47,07 €/l","32,95 €",,,5€ dto.
8441,"
Whisky The Glenrothes 10 años 70 cl.","
 70 Cl. |
51,43 €/l","36,00 €",,,
8442,"
Ron Barceló Imperial 70 cl.","
 70 Cl. |
51,43 €/l","36,00 €",,,
8443,"
Vodka Grey Goose 70 cl.","
 70 Cl. |
55,43 €/l","38,80 €",,,
8444,"
Coñac Henri Mounier XO fino 70 cl.","
 70 Cl. |
95,86 €/l","67,10 €",,,
8445,"
Cóctel Floridajus piña colada 70 cl.","
 70 Cl. |
10,21 €/l","7,15 €",,,
8446,"
Cóctel Cherry Rocher Parasol spritz 70 cl.","
 70 Cl. |
10,86 €/l","7,60 €",,,
8447,"
Bebida espirituosa Espléndido 25 Grados 75 cl.","
 75 Cl. |
83,50 €/l","8,35 €",,,
8448,,,,,,
8449,"
Galletas de quínoa con canela ecológicas Celibene sin gluten 200 g.","
 200 G. |
15,50 €/kg","3,10 €",,,
8450,"
Infusión de hibisco, ortiga y raíz de regaliz en bolsitas depur ecológica Cupper 20 ud.","
 20 Ud. |
78,75 €/kg","3,15 €",,,
8451,"
Penne de guisantes ecológico Dalla Costa 250 g.","
 250 G. |
15,20 €/kg","3,80 €",,,
8452,"
Copos de Avena ecológicos Bauck Hof sin gluten 475 g.","
 475 G. |
8,63 €/kg","4,10 €",,,
8453,"
Avellanas tostadas ecológicas Paño 90 g.","
 90 G. |
31,89 €/kg",,"
2,90 €","
2,87 €",3x2
8454,"
Mezcla de semillas super omega 225 ecológicas Naturgreen g.","
 225 G. |
19,56 €/kg","4,40 €",,,
8455,"
Snacks sabor a queso ecológico Biosaurus 50 g.","
 50 G. |
27,80 €/kg","1,39 €",,,
8456,"
Chocolate negro 75% ecológico Ethiquable 100 g.","
 100 G. |
24,00 €/kg","2,40 €",,,
8457,"
Postre de almendra y cacao ecológico Naturgreen sin gluten y sin lactosa pack de 2 unidades de 125 g.","
 Pack 2x125 G. |
10,40 €/kg","2,60 €",,,
8458,"
kéfir desnatado natural ecológico Casa Grande Xanceda pack de 2 unidades de 125 g.","
 Pack 2x125 G. |
7,44 €/kg","1,86 €",,,
8459,"
Infusión de canela, raiz de jengibre y clavo en bolsitas love my truly ecológica Cupper 20 ud.","
 20 Ud. |
67,05 €/kg","2,95 €",,,
8460,"
Hummus con curry ecológico La Piara sin gluten 200 g.","
 200 G. |
18,75 €/kg","3,75 €",,,
8461,"
Crema de calabacín ecológica Pedro Luis 500 ml.","
 500 Ml. |
7,42 €/kg","3,60 €",,,
8462,"
Chile molido ecológico Cannamela 50 g.","
 50 G. |
73,00 €/kg","3,65 €",,,
8463,"
Yogur de vaca ecológico Cantero de Letur 420 g.","
 420 G. |
6,90 €/kg","2,90 €",,,
8464,"
Delicias de setas shiitake ecológicas Fridela 300 g.","
 300 G. |
12,00 €/kg","3,60 €",,,
8465,"
Pasta rellena de calabaza ecológica Vivibio 250 g.","
 250 G. |
16,20 €/kg","4,05 €",,,
8466,"
Judías verdes finas ecológicas Bonduelle pack 2 unidades de 110g","
 Pack 2x110 G. |
11,32 €/kg","2,49 €",,,
8467,"
Fibra Plus Psylium ecológico Ecocesta 150 g.","
 150 G. |
45,00 €/kg","6,75 €",,,
8468,"
Hamburguesa vegetal sabor barbacoa ecológica Soria Natural sin gluten y sin lactosa pack 2 unidades de 80 g.","
 Pack 2x80 G. |
23,75 €/kg","3,80 €",,,
8469,"
Galletas integrales de espelta ecológicas Diet Radisson sin lactosa 220 g.","
 220 G. |
12,95 €/kg","2,85 €",,,
8470,"
Galletas mini cookies ecológicas Florbu 100 g.","
 100 G. |
12,50 €/kg","1,25 €",,,
8471,"
Lasaña de verduras ecológica Vivibio sin gluten 250 g.","
 250 G. |
13,96 €/kg","3,49 €",,,
8472,"
Mermerlada de fresa ecológica Helios sin gluten 230 g.","
 230 G. |
7,39 €/kg","1,70 €",,,
8473,,,,,,
8474,"
Percebe cocido Delfín 500 g.","
 500 G. |
20,50 €/kg","10,25 €",,,
8475,"
Langostino Austral cocido Gigante Pescanova 800 g.","
 800 G. |
17,75 €/kg","14,20 €",,,
8476,"
Alistado 10/20 Delfín 300 g.","
 300 G. |
44,00 €/kg","13,20 €",,,
8477,"
Langostino banana Pescanova 1 kg.","
 1 Kg. |
32,00 €/kg","32,00 €",,,
8478,"
Nécora cocida Pescanova 800 g.","
 800 G. |
17,44 €/kg","13,95 €",,,
8479,"
Langostino tigre crudo Pescanova 1 kg.","
 1 Kg. |
34,95 €/kg","34,95 €",,,
8480,"
Buey de mar 600/800 Delfín 667 g.","
 667 G. |
14,62 €/kg","9,75 €",,,
8481,"
Tentáculos de pulpo cocido 300 g.","
 300 G. |
39,83 €/kg","11,95 €",,,
8482,"
Gambón Tail On marinado Delfin 150 g.","
 150 G. |
27,67 €/kg","4,15 €",,,
8483,"
Nécora cocida 5/8 Delfín 800 g.","
 800 G. |
15,19 €/kg","12,15 €",,,
8484,"
Carabineros 5/8 Delfín 360 g.","
 360 G. |
62,50 €/kg","22,50 €",,,
8485,"
Langostino crudo Langostar 1350 g.","
 1350 G. |
7,22 €/kg","9,75 €",,,
8486,"
Gambón congelado (20/30 ud) caja 2 Kg","
 2 Kg. |
9,00 €/kg","18,00 €",,,
8487,,,,,,
8488,"
Vodka Vikoroff 70 cl.","
 70 Cl. |
12,50 €/l","8,75 €",,,
8489,"
Ron añejo 3 años Viejo de Caldas 70 cl.","
 700 Ml. |
14,36 €/l","10,05 €",,,
8490,"
Whisky Highland Queen 1 l.","
 1 L. |
13,20 €/l","13,20 €",,,
8491,"
Whisky Tennessee  Jack Daniel's 35 cl.","
 35 Cl. |
41,57 €/l","14,55 €",,,
8492,"
Ginebra Masters pink 70 cl.","
 70 Cl. |
22,21 €/l","15,55 €",,,
8493,"
Ginebra Beefeater 24 70 cl.","
 70 Cl. |
30,71 €/l","21,50 €",,,
8494,"
Whisky Southern Comfort 1 l.","
 1 L. |
22,80 €/l","22,80 €",,,
8495,"
Whisky J&B escocés 1,5 l.","
 1,5 L. |
15,99 €/l","23,98 €",,,
8496,"
Ron Bacardí gran reserva 8 años 70 cl.","
 70 Cl. |
34,36 €/l","24,05 €",,,
8497,"
Whisky Jura escocés Journey 70cl.","
 70 Cl. |
34,79 €/l","24,35 €",,,
8498,"
Whisky Monkey Shoulder 70 cl.","
 70 Cl. |
34,93 €/l","24,45 €",,,
8499,"
Whisky Ballantine's escocés reserva 12 años 70 cl.","
 70 Cl. |
35,57 €/l","24,90 €",,,
8500,"
Ron Dos Maderas añejo 8 años 75 cl.","
 70 Cl. |
35,57 €/l","24,90 €",,,
8501,"
Whisky Jura escocés 10 años 70 cl.","
 70 Cl. |
39,57 €/l","27,70 €",,,
8502,"
Coñac Courvoisier V.S.O.P 70 cl.","
 70 Cl. |
42,50 €/l","29,75 €",,,5€ dto.
8503,"
Whisky Yellow Rose premium americano 70 cl.","
 70 Cl. |
43,43 €/l","30,40 €",,,
8504,"
Whisky Bulleit bourbon 70 cl.","
 70 Cl. |
47,00 €/l","32,90 €",,,5€ dto.
8505,"
Ron 12 años Dictador 70 cl.","
 70 Cl. |
51,36 €/l","35,95 €",,,
8506,"
Whisky Dewar's escocés 15 años 70 cl.","
 70 Cl. |
59,00 €/l","41,30 €",,,
8507,"
Whisky Cardhu escocés 15 años 70 cl.","
 70 Cl. |
66,00 €/l","46,20 €",,,5€ dto.
8508,"
Brandy de Jerez Carlos I Imperial X.O. solera gran reserva 70 cl.","
 70 Cl. |
70,00 €/l","49,00 €",,,
8509,,,,,,
8510,"
Leche de cabra pasteurizada ecológica Lacabra 75 cl.","
 75 Cl. |
3,85 €/l","2,89 €",,,
8511,"
Maiz dulce de agricultura ecologica extra ecológico Pedro Luis 160 g.","
 160 G. |
12,50 €/kg","2,00 €",,,
8512,"
Yogur con arándanos ecológico Pur Natur 500 g.","
 500 G. |
6,10 €/kg","3,05 €",,,
8513,"
Té verde matcha en bolsitas ecológico Pukka 20 ud.","
 20 Ud. |
112,50 €/kg","4,50 €",,,
8514,"
Crema blanca de avellanas ecológica Nocciolata Rigoni di Asiago sin gluten 270 g.","
 270 G. |
16,48 €/kg","4,45 €",,,
8515,"
Ciruelas ecológicas Paño 200 g.","
 200 G. |
21,00 €/kg","4,20 €",,,
8516,"
Tortitas de arroz  con chocolate negro ecológicas Ecocesta sin gluten 100 g.","
 100 G. |
25,00 €/kg","2,50 €",,,
8517,"
Postre de coco ecológico Naturgreen sin gluten y sin lactosa pack de 2 unidades de 125 g.","
 Pack 2x125 G. |
10,80 €/kg","2,70 €",,,
8518,"
Chocolate negro 62% con almendras enteras sin azúcares añadidos ecológico Torrás 150 g.","
 150 G. |
21,33 €/kg","3,20 €",,,
8519,"
Aperitivo de maíz sabor ketchup ecológico Biosaurus sin gluten 50 g.","
 50 G. |
31,00 €/kg","1,55 €",,,
8520,"
Barrita de semillas, avena, miel y almendras ecológica Asana sin gluten pack de 3 unidades de 25 g.","
 Pack 3x25 G. |
40,00 €/kg","3,00 €",,,
8521,"
Kéfir de cabra desnatado ecológico Cantero de Letur 420 g.","
 420 G. |
7,62 €/kg","3,20 €",,,
8522,"
Galletas con avena y lino ecológicas La Granja 240 g.","
 240 G. |
13,54 €/kg","3,25 €",,,
8523,"
Avellanas ecológicas Medina 100 g.","
 100 G. |
29,50 €/kg","2,95 €",,,
8524,"
Bebida de arroz sabor chocolate con calcio ecológica Naturgreen brik 200 ml.","
 200 Ml. |
5,30 €/l","1,06 €",,,
8525,"
Chocolate negro 85% ecológico Ethiquable 100 g.","
 100 G. |
30,00 €/kg","3,00 €",,,
8526,"
Tortitas de maíz con semillas de chía y lino ecológicas Diet Radisson sin gluten 50 g.","
 50 G. |
20,40 €/kg","1,02 €",,,
8527,"
Harina de algarroba ecológica el Horno de Leña 500 g.","
 500 G. |
5,80 €/kg","2,90 €",,,
8528,"
Café molido natural ecológico Oxfam Intermón 250 g.","
 250 G. |
14,80 €/kg","3,70 €",,,
8529,"
Galletas de espelta y jengibre con aceite de girasol alto oleico ecológicas El Horno de Leña 190 g.","
 190 G. |
16,84 €/kg","3,20 €",,,
8530,"
Chip de quinoa ecológico Gerble  70 g.","
 70 G. |
37,86 €/kg","2,65 €",,,
8531,"
Mermelada de frutas del bosqu ecológica Pedro Luis sin gluten 280 g.","
 280 G. |
13,67 €/kg","4,10 €",,,
8532,"
Infusión antes de dormir en bolsitas ecológica Pukka 20 ud.","
 20 Ud. |
112,50 €/kg","4,50 €",,,
8533,"
Burguer de berenjena y mijo ecológico Vegan Germinal sin gluten 180 g.","
 180 G. |
23,33 €/kg","4,20 €",,,
8534,,,,,,
8535,"
Bebida de avena sin azúcar ecológica Naturgreen brik 1 l.","
 1 L. |
2,70 €/l","2,70 €",,,
8536,"
Chocolate negro con jengibre confitado ecológico Ethiquable 100 g.","
 100 G. |
26,50 €/kg","2,65 €",,,
8537,"
Café soluble natural ecológico Naturgreen sin gluten y sin lactosa 100 g.","
 100 G. |
65,50 €/kg","6,55 €",,,
8538,"
Anacardos crudos ecológicos Medina 100 g.","
 100 G. |
48,00 €/kg","4,80 €",,,
8539,"
Tortilla de patata con cebolla sin huevo ecológica Soria Natural sin gluten y sin lactosa 250 g.","
 250 G. |
12,60 €/kg","3,15 €",,,
8540,"
Penne rigate de trigo integral ecológico Alce nero 500 g.","
 500 G. |
3,46 €/kg","1,73 €",,,
8541,"
Mermelada de albaricoque ecológica Pedro Luis sin gluten 280 g.","
 280 G. |
9,33 €/kg","2,80 €",,,
8542,"
Yogur con cereza ecológico Pur Natur 500 g.","
 500 G. |
6,10 €/kg","3,05 €",,,
8543,"
Arándanos ecológicos Paño 90 g.","
 90 G. |
24,44 €/kg","2,20 €",,,
8544,"
Galleta de avena integral chocolate y coco ecológica Naturgreen sin lactosa 140 g.","
 140 G. |
22,86 €/kg","3,20 €",,,
8545,"
Chocolate negro 80% ecológico Ethiquable 100 g.","
 100 G. |
30,00 €/kg","3,00 €",,,
8546,"
Garbanzos con verduras ecológicas Pedro Luis 245 g.","
 345 G. |
7,97 €/kg","2,75 €",,,
8547,"
Avellana con piel cruda ecológica Frit Ravich 110 g.","
 110 G. |
31,36 €/kg","3,45 €",,,
8548,"
Molinillo sal marina en escamas ecológica Maldon 50 g.","
 50 G. |
81,82 €/kg","4,50 €",,,
8549,"
Crema de almendra ecológica Naturgreen sin gluten y sin lactosa 250 g.","
 250 G. |
41,60 €/kg","10,40 €",,,
8550,"
Salsa pesto ecológica Sarchio sin gluten tarro 130 g.","
 130 G. |
38,08 €/kg","4,95 €",,,
8551,"
Cereales con chocolate negro ecológicos Country Crips Jordans 450 g.","
 450 G. |
12,88 €/kg","5,15 €",,,
8552,"
Crema de cacao y avellanas ecológica Nocciolata Rigoni di Asiago sin gluten 700 g.","
 700 G. |
13,79 €/kg","9,65 €",,,
8553,"
Preparado de soja sabor melocotón y mango ecológico Provamel pack de 4 unidades de 125 g.","
 Pack 4x125 G. |
5,80 €/kg","2,90 €",,,
8554,"
Cereales multigrain alto en fibra ecológicos Vitabella sin gluten 300 g.","
 300 G. |
13,83 €/kg","4,15 €",,,
8555,"
Bebida de avena sabor chocolate con calcio ecológica Naturgreen brik 1 l.","
 1 L. |
2,85 €/l","2,85 €",,,
8556,"
Proteina vegana natural sabor vainilla ecológica sin azúcar añadido Natural Athlete sin gluten 350 g.","
 350 G. |
41,43 €/kg","14,50 €",,,
8557,"
Puré de pera ecológico Natura Nuova 4 ud.","
 4 Ud. |
9,25 €/kg","3,70 €",,,
8558,"
Bebida de alpiste ecológica Soria Natural brik 1 l.","
 1 L. |
2,10 €/l","2,10 €",,,
8559,,,,,,
8560,"
Puré de manzana ecológico Natura Nuova 4 ud.","
 4 Ud. |
9,25 €/kg","3,70 €",,,
8561,"
Mermelada de fresa con sirope de ágave ecológica Pedro Luis sin gluten 215 g.","
 215 G. |
13,02 €/kg","2,80 €",,,
8562,"
Nueces en grano ecológicas Paño 90 g.","
 90 G. |
27,22 €/kg","2,45 €",,,
8563,"
Postre de arroz y cacao ecológico Naturgreen sin gluten y sin lactosa pack de 2 unidades de 125 g.","
 Pack 2x125 G. |
8,60 €/kg","2,15 €",,,
8564,"
Bebida de arroz ecológica Soria Natural brik 1 l.","
 1 L. |
1,86 €/l","1,86 €",,,
8565,"
Galletas de avena integral con chocolate classic ecológicas Naturgreen sin lactosa 140 g.","
 140 G. |
22,86 €/kg","3,20 €",,,
8566,"
Tortitas de espelta ecológicas Santiveri 100 g.","
 100 G. |
14,00 €/kg","1,40 €",,,
8567,"
Patatas fritas en aceite de oliva ecológicas Soria Natural sin gluten 125 g.","
 125 G. |
20,80 €/kg","2,60 €",,,
8568,"
Hamburguesa de tofu estilo hortelana ecológica Soria Natural sin gluten y sin lactosa 160 g.","
 160 G. |
18,44 €/kg","2,95 €",,,
8569,"
Semilla molidas de cáñamo ecológico Linwoods sin gluten 200 g.","
 200 G. |
25,75 €/kg","5,15 €",,,
8570,"
Infusión de jengibre con anín e hinojo en bolsitas ecológica Pompadour 18 ud.","
 18 Ud. |
122,22 €/kg","3,30 €",,,
8571,"
Pasta rice ecológica Slim 200 g.","
 200 G. |
9,22 €/kg","2,49 €",,,
8572,"
Aceite de oliva virgen extra ecológico La Organic 500 ml.","
 500 Ml. |
11,90 €/l","5,95 €",,,
8573,"
Pipas ecológicas Paño Nature 200 g.","
 200 G. |
8,05 €/kg","1,61 €",,,
8574,"
Arroz rojo ecológico Ecocesta 500 g.","
 500 G. |
8,00 €/kg","4,00 €",,,
8575,"
Sirope de agave ecológico Sidul 310 g.","
 310 G. |
8,68 €/kg","2,69 €",,,
8576,"
Proteina vegana natural sabor chocolate ecológica sin azúcar añadido Natural Athlete sin gluten 350 g.","
 350 G. |
41,43 €/kg","14,50 €",,,
8577,"
Café soluble liofilizado descafeinado ecológico Cavalle 100 g.","
 100 G. |
58,50 €/kg","5,85 €",,,
8578,"
Chocolate negro 79% cacao criollo sin azúcar añadido ecológico Torras sin gluten 100 g.","
 100 G. |
24,90 €/kg","2,49 €",,,
8579,"
Bebida de arroz y almendras con calcio sin azúcar añadido ecológica Ecocesta sin gluten brik 1 l.","
 1 L. |
2,05 €/l","2,05 €",,,
